video_id,source_video_id,manipulation_type,binary_label,split,video_path
099,099,real,0,train,original/099.mp4
295_099,099,df,1,train,Deepfakes/295_099.mp4
099_295,295,df,1,train,Deepfakes/099_295.mp4
043,043,real,0,train,original/043.mp4
110,110,real,0,train,original/110.mp4
043_110,110,df,1,train,Deepfakes/043_110.mp4
110_043,043,df,1,train,Deepfakes/110_043.mp4
753,753,real,0,train,original/753.mp4
789,789,real,0,train,original/789.mp4
753_789,789,df,1,train,Deepfakes/753_789.mp4
789_753,753,df,1,train,Deepfakes/789_753.mp4
716,716,real,0,train,original/716.mp4
712,712,real,0,train,original/712.mp4
716_712,712,df,1,train,Deepfakes/716_712.mp4
712_716,716,df,1,train,Deepfakes/712_716.mp4
508,508,real,0,train,original/508.mp4
831,831,real,0,train,original/831.mp4
508_831,831,df,1,train,Deepfakes/508_831.mp4
831_508,508,df,1,train,Deepfakes/831_508.mp4
005,005,real,0,train,original/005.mp4
010,010,real,0,train,original/010.mp4
005_010,010,df,1,train,Deepfakes/005_010.mp4
010_005,005,df,1,train,Deepfakes/010_005.mp4
276,276,real,0,train,original/276.mp4
185,185,real,0,train,original/185.mp4
276_185,185,df,1,train,Deepfakes/276_185.mp4
185_276,276,df,1,train,Deepfakes/185_276.mp4
498,498,real,0,train,original/498.mp4
433,433,real,0,train,original/433.mp4
498_433,433,df,1,train,Deepfakes/498_433.mp4
433_498,498,df,1,train,Deepfakes/433_498.mp4
294,294,real,0,train,original/294.mp4
292,292,real,0,train,original/292.mp4
294_292,292,df,1,train,Deepfakes/294_292.mp4
292_294,294,df,1,train,Deepfakes/292_294.mp4
105,105,real,0,train,original/105.mp4
180,180,real,0,train,original/180.mp4
105_180,180,df,1,train,Deepfakes/105_180.mp4
180_105,105,df,1,train,Deepfakes/180_105.mp4
984,984,real,0,train,original/984.mp4
967,967,real,0,train,original/967.mp4
984_967,967,df,1,train,Deepfakes/984_967.mp4
967_984,984,df,1,train,Deepfakes/967_984.mp4
318,318,real,0,train,original/318.mp4
334,334,real,0,train,original/334.mp4
318_334,334,df,1,train,Deepfakes/318_334.mp4
334_318,318,df,1,train,Deepfakes/334_318.mp4
356,356,real,0,train,original/356.mp4
324,324,real,0,train,original/324.mp4
356_324,324,df,1,train,Deepfakes/356_324.mp4
324_356,356,df,1,train,Deepfakes/324_356.mp4
344,344,real,0,train,original/344.mp4
020,020,real,0,train,original/020.mp4
344_020,020,df,1,train,Deepfakes/344_020.mp4
020_344,344,df,1,train,Deepfakes/020_344.mp4
289,289,real,0,train,original/289.mp4
228,228,real,0,train,original/228.mp4
289_228,228,df,1,train,Deepfakes/289_228.mp4
228_289,289,df,1,train,Deepfakes/228_289.mp4
022,022,real,0,train,original/022.mp4
489,489,real,0,train,original/489.mp4
022_489,489,df,1,train,Deepfakes/022_489.mp4
489_022,022,df,1,train,Deepfakes/489_022.mp4
137,137,real,0,train,original/137.mp4
165,165,real,0,train,original/165.mp4
137_165,165,df,1,train,Deepfakes/137_165.mp4
165_137,137,df,1,train,Deepfakes/165_137.mp4
095,095,real,0,train,original/095.mp4
053,053,real,0,train,original/053.mp4
095_053,053,df,1,train,Deepfakes/095_053.mp4
053_095,095,df,1,train,Deepfakes/053_095.mp4
999,999,real,0,train,original/999.mp4
960,960,real,0,train,original/960.mp4
999_960,960,df,1,train,Deepfakes/999_960.mp4
960_999,999,df,1,train,Deepfakes/960_999.mp4
481,481,real,0,train,original/481.mp4
469,469,real,0,train,original/469.mp4
481_469,469,df,1,train,Deepfakes/481_469.mp4
469_481,481,df,1,train,Deepfakes/469_481.mp4
534,534,real,0,train,original/534.mp4
490,490,real,0,train,original/490.mp4
534_490,490,df,1,train,Deepfakes/534_490.mp4
490_534,534,df,1,train,Deepfakes/490_534.mp4
543,543,real,0,train,original/543.mp4
559,559,real,0,train,original/559.mp4
543_559,559,df,1,train,Deepfakes/543_559.mp4
559_543,543,df,1,train,Deepfakes/559_543.mp4
150,150,real,0,train,original/150.mp4
153,153,real,0,train,original/153.mp4
150_153,153,df,1,train,Deepfakes/150_153.mp4
153_150,150,df,1,train,Deepfakes/153_150.mp4
598,598,real,0,train,original/598.mp4
178,178,real,0,train,original/178.mp4
598_178,178,df,1,train,Deepfakes/598_178.mp4
178_598,598,df,1,train,Deepfakes/178_598.mp4
475,475,real,0,train,original/475.mp4
265,265,real,0,train,original/265.mp4
475_265,265,df,1,train,Deepfakes/475_265.mp4
265_475,475,df,1,train,Deepfakes/265_475.mp4
671,671,real,0,train,original/671.mp4
677,677,real,0,train,original/677.mp4
671_677,677,df,1,train,Deepfakes/671_677.mp4
677_671,671,df,1,train,Deepfakes/677_671.mp4
204,204,real,0,train,original/204.mp4
230,230,real,0,train,original/230.mp4
204_230,230,df,1,train,Deepfakes/204_230.mp4
230_204,204,df,1,train,Deepfakes/230_204.mp4
863,863,real,0,train,original/863.mp4
853,853,real,0,train,original/853.mp4
863_853,853,df,1,train,Deepfakes/863_853.mp4
853_863,863,df,1,train,Deepfakes/853_863.mp4
561,561,real,0,train,original/561.mp4
998,998,real,0,train,original/998.mp4
561_998,998,df,1,train,Deepfakes/561_998.mp4
998_561,561,df,1,train,Deepfakes/998_561.mp4
163,163,real,0,train,original/163.mp4
031,031,real,0,train,original/031.mp4
163_031,031,df,1,train,Deepfakes/163_031.mp4
031_163,163,df,1,train,Deepfakes/031_163.mp4
655,655,real,0,train,original/655.mp4
444,444,real,0,train,original/444.mp4
655_444,444,df,1,train,Deepfakes/655_444.mp4
444_655,655,df,1,train,Deepfakes/444_655.mp4
038,038,real,0,train,original/038.mp4
125,125,real,0,train,original/125.mp4
038_125,125,df,1,train,Deepfakes/038_125.mp4
125_038,038,df,1,train,Deepfakes/125_038.mp4
735,735,real,0,train,original/735.mp4
774,774,real,0,train,original/774.mp4
735_774,774,df,1,train,Deepfakes/735_774.mp4
774_735,735,df,1,train,Deepfakes/774_735.mp4
184,184,real,0,train,original/184.mp4
205,205,real,0,train,original/205.mp4
184_205,205,df,1,train,Deepfakes/184_205.mp4
205_184,184,df,1,train,Deepfakes/205_184.mp4
499,499,real,0,train,original/499.mp4
539,539,real,0,train,original/539.mp4
499_539,539,df,1,train,Deepfakes/499_539.mp4
539_499,499,df,1,train,Deepfakes/539_499.mp4
717,717,real,0,train,original/717.mp4
684,684,real,0,train,original/684.mp4
717_684,684,df,1,train,Deepfakes/717_684.mp4
684_717,717,df,1,train,Deepfakes/684_717.mp4
878,878,real,0,train,original/878.mp4
866,866,real,0,train,original/866.mp4
878_866,866,df,1,train,Deepfakes/878_866.mp4
866_878,878,df,1,train,Deepfakes/866_878.mp4
127,127,real,0,train,original/127.mp4
129,129,real,0,train,original/129.mp4
127_129,129,df,1,train,Deepfakes/127_129.mp4
129_127,127,df,1,train,Deepfakes/129_127.mp4
286,286,real,0,train,original/286.mp4
267,267,real,0,train,original/267.mp4
286_267,267,df,1,train,Deepfakes/286_267.mp4
267_286,286,df,1,train,Deepfakes/267_286.mp4
032,032,real,0,train,original/032.mp4
944,944,real,0,train,original/944.mp4
032_944,944,df,1,train,Deepfakes/032_944.mp4
944_032,032,df,1,train,Deepfakes/944_032.mp4
681,681,real,0,train,original/681.mp4
711,711,real,0,train,original/711.mp4
681_711,711,df,1,train,Deepfakes/681_711.mp4
711_681,681,df,1,train,Deepfakes/711_681.mp4
236,236,real,0,train,original/236.mp4
237,237,real,0,train,original/237.mp4
236_237,237,df,1,train,Deepfakes/236_237.mp4
237_236,236,df,1,train,Deepfakes/237_236.mp4
989,989,real,0,train,original/989.mp4
993,993,real,0,train,original/993.mp4
989_993,993,df,1,train,Deepfakes/989_993.mp4
993_989,989,df,1,train,Deepfakes/993_989.mp4
537,537,real,0,train,original/537.mp4
563,563,real,0,train,original/563.mp4
537_563,563,df,1,train,Deepfakes/537_563.mp4
563_537,537,df,1,train,Deepfakes/563_537.mp4
814,814,real,0,train,original/814.mp4
871,871,real,0,train,original/871.mp4
814_871,871,df,1,train,Deepfakes/814_871.mp4
871_814,814,df,1,train,Deepfakes/871_814.mp4
509,509,real,0,train,original/509.mp4
525,525,real,0,train,original/525.mp4
509_525,525,df,1,train,Deepfakes/509_525.mp4
525_509,509,df,1,train,Deepfakes/525_509.mp4
221,221,real,0,train,original/221.mp4
206,206,real,0,train,original/206.mp4
221_206,206,df,1,train,Deepfakes/221_206.mp4
206_221,221,df,1,train,Deepfakes/206_221.mp4
808,808,real,0,train,original/808.mp4
829,829,real,0,train,original/829.mp4
808_829,829,df,1,train,Deepfakes/808_829.mp4
829_808,808,df,1,train,Deepfakes/829_808.mp4
696,696,real,0,train,original/696.mp4
686,686,real,0,train,original/686.mp4
696_686,686,df,1,train,Deepfakes/696_686.mp4
686_696,696,df,1,train,Deepfakes/686_696.mp4
431,431,real,0,train,original/431.mp4
447,447,real,0,train,original/447.mp4
431_447,447,df,1,train,Deepfakes/431_447.mp4
447_431,431,df,1,train,Deepfakes/447_431.mp4
737,737,real,0,train,original/737.mp4
719,719,real,0,train,original/719.mp4
737_719,719,df,1,train,Deepfakes/737_719.mp4
719_737,737,df,1,train,Deepfakes/719_737.mp4
609,609,real,0,train,original/609.mp4
596,596,real,0,train,original/596.mp4
609_596,596,df,1,train,Deepfakes/609_596.mp4
596_609,609,df,1,train,Deepfakes/596_609.mp4
408,408,real,0,train,original/408.mp4
424,424,real,0,train,original/424.mp4
408_424,424,df,1,train,Deepfakes/408_424.mp4
424_408,408,df,1,train,Deepfakes/424_408.mp4
976,976,real,0,train,original/976.mp4
954,954,real,0,train,original/954.mp4
976_954,954,df,1,train,Deepfakes/976_954.mp4
954_976,976,df,1,train,Deepfakes/954_976.mp4
156,156,real,0,train,original/156.mp4
243,243,real,0,train,original/243.mp4
156_243,243,df,1,train,Deepfakes/156_243.mp4
243_156,156,df,1,train,Deepfakes/243_156.mp4
434,434,real,0,train,original/434.mp4
438,438,real,0,train,original/438.mp4
434_438,438,df,1,train,Deepfakes/434_438.mp4
438_434,434,df,1,train,Deepfakes/438_434.mp4
627,627,real,0,train,original/627.mp4
658,658,real,0,train,original/658.mp4
627_658,658,df,1,train,Deepfakes/627_658.mp4
658_627,627,df,1,train,Deepfakes/658_627.mp4
025,025,real,0,train,original/025.mp4
067,067,real,0,train,original/067.mp4
025_067,067,df,1,train,Deepfakes/025_067.mp4
067_025,025,df,1,train,Deepfakes/067_025.mp4
635,635,real,0,train,original/635.mp4
642,642,real,0,train,original/642.mp4
635_642,642,df,1,train,Deepfakes/635_642.mp4
642_635,635,df,1,train,Deepfakes/642_635.mp4
523,523,real,0,train,original/523.mp4
541,541,real,0,train,original/541.mp4
523_541,541,df,1,train,Deepfakes/523_541.mp4
541_523,523,df,1,train,Deepfakes/541_523.mp4
572,572,real,0,train,original/572.mp4
554,554,real,0,train,original/554.mp4
572_554,554,df,1,train,Deepfakes/572_554.mp4
554_572,572,df,1,train,Deepfakes/554_572.mp4
215,215,real,0,train,original/215.mp4
208,208,real,0,train,original/208.mp4
215_208,208,df,1,train,Deepfakes/215_208.mp4
208_215,215,df,1,train,Deepfakes/208_215.mp4
651,651,real,0,train,original/651.mp4
835,835,real,0,train,original/835.mp4
651_835,835,df,1,train,Deepfakes/651_835.mp4
835_651,651,df,1,train,Deepfakes/835_651.mp4
975,975,real,0,train,original/975.mp4
978,978,real,0,train,original/978.mp4
975_978,978,df,1,train,Deepfakes/975_978.mp4
978_975,975,df,1,train,Deepfakes/978_975.mp4
792,792,real,0,train,original/792.mp4
903,903,real,0,train,original/903.mp4
792_903,903,df,1,train,Deepfakes/792_903.mp4
903_792,792,df,1,train,Deepfakes/903_792.mp4
931,931,real,0,train,original/931.mp4
936,936,real,0,train,original/936.mp4
931_936,936,df,1,train,Deepfakes/931_936.mp4
936_931,931,df,1,train,Deepfakes/936_931.mp4
846,846,real,0,train,original/846.mp4
845,845,real,0,train,original/845.mp4
846_845,845,df,1,train,Deepfakes/846_845.mp4
845_846,846,df,1,train,Deepfakes/845_846.mp4
899,899,real,0,train,original/899.mp4
914,914,real,0,train,original/914.mp4
899_914,914,df,1,train,Deepfakes/899_914.mp4
914_899,899,df,1,train,Deepfakes/914_899.mp4
209,209,real,0,train,original/209.mp4
016,016,real,0,train,original/016.mp4
209_016,016,df,1,train,Deepfakes/209_016.mp4
016_209,209,df,1,train,Deepfakes/016_209.mp4
398,398,real,0,train,original/398.mp4
457,457,real,0,train,original/457.mp4
398_457,457,df,1,train,Deepfakes/398_457.mp4
457_398,398,df,1,train,Deepfakes/457_398.mp4
797,797,real,0,train,original/797.mp4
844,844,real,0,train,original/844.mp4
797_844,844,df,1,train,Deepfakes/797_844.mp4
844_797,797,df,1,train,Deepfakes/844_797.mp4
360,360,real,0,train,original/360.mp4
437,437,real,0,train,original/437.mp4
360_437,437,df,1,train,Deepfakes/360_437.mp4
437_360,360,df,1,train,Deepfakes/437_360.mp4
738,738,real,0,train,original/738.mp4
804,804,real,0,train,original/804.mp4
738_804,804,df,1,train,Deepfakes/738_804.mp4
804_738,738,df,1,train,Deepfakes/804_738.mp4
694,694,real,0,train,original/694.mp4
767,767,real,0,train,original/767.mp4
694_767,767,df,1,train,Deepfakes/694_767.mp4
767_694,694,df,1,train,Deepfakes/767_694.mp4
790,790,real,0,train,original/790.mp4
014,014,real,0,train,original/014.mp4
790_014,014,df,1,train,Deepfakes/790_014.mp4
014_790,790,df,1,train,Deepfakes/014_790.mp4
657,657,real,0,train,original/657.mp4
644,644,real,0,train,original/644.mp4
657_644,644,df,1,train,Deepfakes/657_644.mp4
644_657,657,df,1,train,Deepfakes/644_657.mp4
374,374,real,0,train,original/374.mp4
407,407,real,0,train,original/407.mp4
374_407,407,df,1,train,Deepfakes/374_407.mp4
407_374,374,df,1,train,Deepfakes/407_374.mp4
728,728,real,0,train,original/728.mp4
673,673,real,0,train,original/673.mp4
728_673,673,df,1,train,Deepfakes/728_673.mp4
673_728,728,df,1,train,Deepfakes/673_728.mp4
193,193,real,0,train,original/193.mp4
030,030,real,0,train,original/030.mp4
193_030,030,df,1,train,Deepfakes/193_030.mp4
030_193,193,df,1,train,Deepfakes/030_193.mp4
876,876,real,0,train,original/876.mp4
891,891,real,0,train,original/891.mp4
876_891,891,df,1,train,Deepfakes/876_891.mp4
891_876,876,df,1,train,Deepfakes/891_876.mp4
553,553,real,0,train,original/553.mp4
545,545,real,0,train,original/545.mp4
553_545,545,df,1,train,Deepfakes/553_545.mp4
545_553,553,df,1,train,Deepfakes/545_553.mp4
331,331,real,0,train,original/331.mp4
260,260,real,0,train,original/260.mp4
331_260,260,df,1,train,Deepfakes/331_260.mp4
260_331,331,df,1,train,Deepfakes/260_331.mp4
873,873,real,0,train,original/873.mp4
872,872,real,0,train,original/872.mp4
873_872,872,df,1,train,Deepfakes/873_872.mp4
872_873,873,df,1,train,Deepfakes/872_873.mp4
109,109,real,0,train,original/109.mp4
107,107,real,0,train,original/107.mp4
109_107,107,df,1,train,Deepfakes/109_107.mp4
107_109,109,df,1,train,Deepfakes/107_109.mp4
121,121,real,0,train,original/121.mp4
093,093,real,0,train,original/093.mp4
121_093,093,df,1,train,Deepfakes/121_093.mp4
093_121,121,df,1,train,Deepfakes/093_121.mp4
143,143,real,0,train,original/143.mp4
140,140,real,0,train,original/140.mp4
143_140,140,df,1,train,Deepfakes/143_140.mp4
140_143,143,df,1,train,Deepfakes/140_143.mp4
778,778,real,0,train,original/778.mp4
798,798,real,0,train,original/798.mp4
778_798,798,df,1,train,Deepfakes/778_798.mp4
798_778,778,df,1,train,Deepfakes/798_778.mp4
983,983,real,0,train,original/983.mp4
113,113,real,0,train,original/113.mp4
983_113,113,df,1,train,Deepfakes/983_113.mp4
113_983,983,df,1,train,Deepfakes/113_983.mp4
504,504,real,0,train,original/504.mp4
502,502,real,0,train,original/502.mp4
504_502,502,df,1,train,Deepfakes/504_502.mp4
502_504,504,df,1,train,Deepfakes/502_504.mp4
709,709,real,0,train,original/709.mp4
390,390,real,0,train,original/390.mp4
709_390,390,df,1,train,Deepfakes/709_390.mp4
390_709,709,df,1,train,Deepfakes/390_709.mp4
940,940,real,0,train,original/940.mp4
941,941,real,0,train,original/941.mp4
940_941,941,df,1,train,Deepfakes/940_941.mp4
941_940,940,df,1,train,Deepfakes/941_940.mp4
894,894,real,0,train,original/894.mp4
848,848,real,0,train,original/848.mp4
894_848,848,df,1,train,Deepfakes/894_848.mp4
848_894,894,df,1,train,Deepfakes/848_894.mp4
311,311,real,0,train,original/311.mp4
387,387,real,0,train,original/387.mp4
311_387,387,df,1,train,Deepfakes/311_387.mp4
387_311,311,df,1,train,Deepfakes/387_311.mp4
562,562,real,0,train,original/562.mp4
626,626,real,0,train,original/626.mp4
562_626,626,df,1,train,Deepfakes/562_626.mp4
626_562,562,df,1,train,Deepfakes/626_562.mp4
330,330,real,0,train,original/330.mp4
162,162,real,0,train,original/162.mp4
330_162,162,df,1,train,Deepfakes/330_162.mp4
162_330,330,df,1,train,Deepfakes/162_330.mp4
112,112,real,0,train,original/112.mp4
892,892,real,0,train,original/892.mp4
112_892,892,df,1,train,Deepfakes/112_892.mp4
892_112,112,df,1,train,Deepfakes/892_112.mp4
765,765,real,0,train,original/765.mp4
867,867,real,0,train,original/867.mp4
765_867,867,df,1,train,Deepfakes/765_867.mp4
867_765,765,df,1,train,Deepfakes/867_765.mp4
124,124,real,0,train,original/124.mp4
085,085,real,0,train,original/085.mp4
124_085,085,df,1,train,Deepfakes/124_085.mp4
085_124,124,df,1,train,Deepfakes/085_124.mp4
665,665,real,0,train,original/665.mp4
679,679,real,0,train,original/679.mp4
665_679,679,df,1,train,Deepfakes/665_679.mp4
679_665,665,df,1,train,Deepfakes/679_665.mp4
414,414,real,0,train,original/414.mp4
385,385,real,0,train,original/385.mp4
414_385,385,df,1,train,Deepfakes/414_385.mp4
385_414,414,df,1,train,Deepfakes/385_414.mp4
555,555,real,0,train,original/555.mp4
516,516,real,0,train,original/516.mp4
555_516,516,df,1,train,Deepfakes/555_516.mp4
516_555,555,df,1,train,Deepfakes/516_555.mp4
072,072,real,0,train,original/072.mp4
037,037,real,0,train,original/037.mp4
072_037,037,df,1,train,Deepfakes/072_037.mp4
037_072,072,df,1,train,Deepfakes/037_072.mp4
086,086,real,0,train,original/086.mp4
090,090,real,0,train,original/090.mp4
086_090,090,df,1,train,Deepfakes/086_090.mp4
090_086,086,df,1,train,Deepfakes/090_086.mp4
202,202,real,0,train,original/202.mp4
348,348,real,0,train,original/348.mp4
202_348,348,df,1,train,Deepfakes/202_348.mp4
348_202,202,df,1,train,Deepfakes/348_202.mp4
341,341,real,0,train,original/341.mp4
340,340,real,0,train,original/340.mp4
341_340,340,df,1,train,Deepfakes/341_340.mp4
340_341,341,df,1,train,Deepfakes/340_341.mp4
333,333,real,0,train,original/333.mp4
377,377,real,0,train,original/377.mp4
333_377,377,df,1,train,Deepfakes/333_377.mp4
377_333,333,df,1,train,Deepfakes/377_333.mp4
082,082,real,0,train,original/082.mp4
103,103,real,0,train,original/103.mp4
082_103,103,df,1,train,Deepfakes/082_103.mp4
103_082,082,df,1,train,Deepfakes/103_082.mp4
569,569,real,0,train,original/569.mp4
921,921,real,0,train,original/921.mp4
569_921,921,df,1,train,Deepfakes/569_921.mp4
